"despensa";"alimento";"quantidade"
6;"cafe";169,814980879892
6;"fuba";679,259923519567
6;"salsicha";339,629961759783
6;"acuca";2037,7797705587
6;"sal";679,259923519567
6;"molho-de-tomate";95,0963892927393
6;"macarrao";679,259923519567
6;"manteiga";169,814980879892
7;"bolacha-maria";466,761041525751
7;"fuba";1166,90260381438
7;"limao";466,761041525751
7;"melancia";2998,93969180295
7;"biscoito-wafer";770,15571851749
7;"batata-doce";4212,51839976991
7;"charque";653,465458136052
7;"banana";952,192524712533
7;"queijo";618,458380021621
7;"pepino";583,451301907189
7;"laranja";781,824744555634
7;"salsicha";1166,90260381438
7;"cenoura";711,810588326771
8;"acuca";4546,50947009213
8;"arroz";4546,50947009213
8;"cafe";227,325473504607
8;"farinha-de-trigo";909,301894018427
8;"feijao";909,301894018427
8;"floco-de-milho";454,650947009213
8;"fuba";454,650947009213
8;"goiabada";454,650947009213
8;"milho-de-pipoca";90,9301894018427
8;"oleo";1636,74340923317
8;"sal";909,301894018427
8;"tempero";454,650947009213
8;"tomate";791,092647796031
8;"batata";545,581136411056
8;"iorgute";909,301894018427
8;"ovo";613,778778462438
8;"frango";909,301894018427
8;"coentro";90,9301894018427
8;"molho-de-tomate";309,162643966265
8;"margarina";227,325473504607
8;"farinha-de-mandioca";909,301894018427
8;"charque";390,999814427923
8;"macarrao";127,30226516258
9;"acuca";939,82719630003
9;"arroz";939,82719630003
9;"cafe";234,956799075007
9;"feijao";939,82719630003
9;"macarrao";469,913598150015
9;"molho-de-tomate";131,575807482004
9;"oleo";845,844476670027
9;"tempero";281,948158890009
9;"banana";2182,27874980867
9;"bolacha-maria";375,930878520012
9;"fuba";939,82719630003
9;"limao";375,930878520012
9;"melancia";2415,35589449108
9;"biscoito-wafer";620,28594955802
9;"batata-doce";3392,77617864311
9;"queijo";159,770623371005
10;"tomate";558,630106304772
10;"frango";1470,07922711782
10;"cebola";720,338821287733
10;"limao";352,819014508277
10;"pimentao";129,366971986368
10;"ameixa";235,212676338851
10;"arroz";7350,39613558911
10;"feijao";2940,15845423564
10;"oleo";2646,14260881208
10;"cafe";367,519806779455
10;"fuba";1470,07922711782
10;"salsicha";735,039613558911
10;"acuca";4410,23768135346
10;"sal";1470,07922711782
10;"molho-de-tomate";205,811091796495
10;"macarrao";1470,07922711782
10;"manteiga";367,519806779455
11;"ovo";806,296055187704
11;"frango";1194,51267435215
11;"banana";2362,74606986856
11;"linguica";418,079436023254
11;"arroz";11945,1267435215
11;"feijao";4778,05069740862
11;"oleo";4300,24562766775
11;"farinha-de-mandioca";1194,51267435215
11;"farinha-de-trigo";2389,02534870431
11;"cafe";597,256337176077
11;"fuba";1194,51267435215
11;"salsicha";1194,51267435215
11;"acuca";11945,1267435215
11;"sal";1194,51267435215
11;"molho-de-tomate";286,683041844517
11;"macarrao";1194,51267435215
11;"manteiga";597,256337176077
12;"iorgute";665,299146203324
12;"ovo";898,153847374488
12;"macarrao";465,709402342327
12;"banana";801,020172028802
12;"limao";159,671795088798
12;"queijo";259,466667019296
12;"empanado";199,589743860997
12;"molho-de-tomate";226,20170970913
12;"cebola";166,324786550831
12;"goma-de-mandioca";665,299146203324
12;"oleo";598,769231582992
12;"milho-verde";133,059829240665
12;"melao";225,536410562927
12;"pimentao";63,2034188893158
12;"ameixa";345,955556025729
12;"maionese";365,914530411828
13;"iorgute";929,44445181638
13;"ovo";1254,75000995211
13;"macarrao";650,611116271466
13;"goma-de-mandioca";929,44445181638
13;"empanado";278,833335544914
13;"banana";2158,17001711763
13;"bolacha-maria";371,777780726552
13;"fuba";929,44445181638
13;"limao";371,777780726552
13;"melancia";2388,6722411681
13;"biscoito-wafer";613,433338198811
13;"batata-doce";3355,29447105713
13;"queijo";158,005556808785
14;"iorgute";2460,77537676319
14;"ovo";830,511689657578
14;"frango";1230,3876883816
14;"margarina";307,596922095399
14;"granola";1230,3876883816
14;"mussarela";467,547321585007
14;"xerem";1230,3876883816
14;"achocolatado-em-po";246,077537676319
14;"acuca";1230,3876883816
14;"arroz";6151,93844190799
14;"amido-de-milho";246,077537676319
14;"atum";209,165907024872
14;"biscoito-maizena";246,077537676319
14;"biscoito-sal";246,077537676319
14;"cafe";615,193844190799
14;"creme-de-leite";246,077537676319
14;"ervilha";246,077537676319
14;"farinha-de-mandioca";307,596922095399
14;"farinha-de-trigo";1230,3876883816
14;"feijao";1230,3876883816
14;"fuba";615,193844190799
14;"gelatina";43,0635690933559
14;"goiabada";369,116306514479
14;"leite-em-po";246,077537676319
14;"macarrao";615,193844190799
14;"maionese";246,077537676319
14;"milho-verde";246,077537676319
14;"oleo";1107,34891954344
14;"molho-de-tomate";418,331814049743
14;"sal";1230,3876883816
14;"vinagre";922,790766286198
15;"ovo";706,785186269553
15;"queijo";544,486365718767
15;"mussarela";335,06853275001
15;"achocolatado-em-po";209,417832968757
15;"acuca";1047,08916484378
15;"arroz";5235,44582421891
15;"biscoito-recheado";141,357037253911
15;"cafe";261,772291210946
15;"leite-em-po";209,417832968757
15;"feijao";1047,08916484378
15;"farinha-de-mandioca";261,772291210946
15;"fuba";523,544582421891
15;"goiabada";314,126749453135
15;"macarrao";523,544582421891
15;"oleo";942,380248359405
15;"molho-de-tomate";146,59248307813
15;"sal";1047,08916484378
15;"tempero";314,126749453135
16;"iorgute";2978,8756207563
16;"ovo";1005,37052200525
16;"frango";1489,43781037815
16;"margarina";372,359452594537
16;"granola";1489,43781037815
16;"mussarela";565,986367943697
16;"xerem";1489,43781037815
16;"acuca";7447,18905189075
16;"achocolatado-em-po";595,77512415126
16;"arroz";7447,18905189075
16;"biscoito-sal";297,88756207563
16;"biscoito-recheado";178,732537245378
16;"cafe";372,359452594537
16;"ervilha";297,88756207563
16;"molho-de-tomate";506,408855528571
16;"farinha-de-mandioca";744,718905189075
16;"farinha-de-trigo";1489,43781037815
16;"feijao";1489,43781037815
16;"floco-de-milho";744,718905189075
16;"fuba";744,718905189075
16;"goiabada";744,718905189075
16;"macarrao";2234,15671556722
16;"maionese";297,88756207563
16;"milho-de-pipoca";744,718905189075
16;"milho-verde";297,88756207563
16;"oleo";1340,49402934033
16;"gelatina";44,6831343113445
16;"povilho";1489,43781037815
16;"sal";1489,43781037815
16;"salsicha";268,098805868067
16;"sardinha";178,732537245378
16;"tempero";744,718905189075
17;"acuca";2516,88414206728
17;"cafe";314,61051775841
17;"farinha-de-mandioca";629,221035516821
17;"floco-de-milho";629,221035516821
17;"feijao";1258,44207103364
17;"goiabada";629,221035516821
17;"macarrao";629,221035516821
17;"oleo";1132,59786393028
17;"sal";1258,44207103364
17;"iorgute";2516,88414206728
17;"ovo";849,448397947708
17;"frango";1258,44207103364
17;"molho-de-tomate";427,870304151438
17;"margarina";314,61051775841
17;"fuba";3775,32621310093
17;"granola";1258,44207103364
17;"mussarela";478,207986992784
17;"arroz";1258,44207103364
17;"xerem";1258,44207103364
18;"macarrao";460,221723187715
18;"queijo";341,878994368017
18;"mussarela";210,387073457241
18;"ovo";443,785233073868
18;"frango";1314,91920910776
18;"molho-de-tomate";223,536265548319
18;"oleo";1183,42728819698
18;"fuba";2629,83841821551
18;"limao";262,983841821551
18;"rapadura";230,110861593857
18;"granola";164,36490113847
18;"arroz";5259,67683643103
18;"feijao";5259,67683643103
18;"acucar";5259,67683643103
19;"achocolatado-em-po";228,898994857445
19;"biscoito-recheado";154,506821528776
19;"leite-em-po";228,898994857445
19;"goiabada";343,348492286168
19;"tempero";343,348492286168
19;"arroz";11444,9497428723
19;"feijao";4577,97989714891
19;"oleo";4120,18190743402
19;"farinha-de-mandioca";1144,49497428723
19;"farinha-de-trigo";2288,98994857445
19;"cafe";572,247487143613
19;"fuba";1144,49497428723
19;"salsicha";1144,49497428723
19;"acuca";11444,9497428723
19;"sal";1144,49497428723
19;"molho-de-tomate";274,678793828934
19;"macarrao";1144,49497428723
19;"manteiga";572,247487143613
20;"acuca";2662,5375635922
20;"achocolatado-em-po";213,003005087376
20;"arroz";2662,5375635922
20;"biscoito-sal";106,501502543688
20;"biscoito-recheado";63,9009015262127
20;"cafe";133,12687817961
20;"ervilha";106,501502543688
20;"molho-de-tomate";181,052554324269
20;"farinha-de-mandioca";266,25375635922
20;"farinha-de-trigo";532,507512718439
20;"feijao";532,507512718439
20;"floco-de-milho";266,25375635922
20;"fuba";266,25375635922
20;"goiabada";266,25375635922
20;"maionese";106,501502543688
20;"milho-de-pipoca";266,25375635922
20;"milho-verde";106,501502543688
20;"oleo";479,256761446595
20;"gelatina";15,9752253815532
20;"povilho";532,507512718439
20;"sal";532,507512718439
20;"salsicha";95,851352289319
20;"sardinha";63,9009015262127
20;"tempero";266,25375635922
20;"batata";479,256761446595
20;"ovo";359,442571084946
20;"frango";1065,01502543688
20;"macarrao";74,5510517805815
20;"banana";641,139045313001
20;"granola";133,12687817961
20;"empanado";213,003005087376
20;"aveia";292,879131995142
21;"tomate";711,00294301752
21;"batata";490,346857253462
21;"iorgute";817,244762089103
21;"ovo";551,640214410145
21;"frango";817,244762089103
21;"coentro";81,7244762089103
21;"margarina";204,311190522276
21;"farinha-de-mandioca";817,244762089103
21;"charque";351,415247698314
21;"macarrao";114,414266692474
21;"molho-de-tomate";277,863219110295
21;"cebola";204,311190522276
21;"goma-de-mandioca";817,244762089103
21;"oleo";735,520285880193
21;"milho-verde";163,448952417821
21;"melao";277,045974348206
21;"pimentao";77,6382523984648
21;"ameixa";424,967276286334
21;"maionese";449,484619149007
22;"ovo";672,123135952279
22;"banana";1969,56972283497
22;"linguica";348,508292715997
22;"tomate";756,760864183307
22;"iorgute";477,954230010509
22;"frango";995,737979188561
22;"charque";318,63615334034
22;"goma-de-mandioca";995,737979188561
22;"pepino";378,380432091653
22;"laranja";393,316501779482
22;"pao";284,781062047929
22;"oregano";7,96590383350849
22;"ameixa";318,63615334034
22;"sardinha";83,6419902518392
23;"arroz";10136,7557817139
23;"acuca";10136,7557817139
23;"oleo";2736,92406106275
23;"feijao";4054,70231268555
23;"macarrao";2027,35115634277
23;"farinha-de-mandioca";1013,67557817139
23;"farinha-de-trigo";1013,67557817139
23;"fuba";1013,67557817139
23;"sal";1013,67557817139
23;"linguica";1013,67557817139
23;"salsicha";1013,67557817139
23;"molho-de-tomate";689,299393156543
23;"biscoito-sal";405,470231268555
23;"biscoito-maizena";405,470231268555
23;"goma-de-mandioca";1013,67557817139
23;"maca";202,735115634277
23;"cafe";354,786452359986
23;"leite-em-po";405,470231268555
23;"rapadura";506,837789085694
23;"pepino";476,427521740552
23;"alface";354,786452359986
23;"uva";557,521567994263
23;"vinagre";506,837789085694
24;"batata";765,640450967476
24;"molho-de-tomate";400,488851275295
24;"cebola";906,989457299933
24;"goma-de-mandioca";1177,90838610381
24;"bolacha-maria";942,326708883047
24;"biscoito-wafer";777,419534828514
24;"leite-em-po";235,581677220762
24;"leite";1177,90838610381
24;"granola";1177,90838610381
24;"laranja";1095,45479907654
24;"melao";2226,2468497362
25;"banana";1198,48124332773
25;"bolacha-maria";206,456717196852
25;"limao";206,456717196852
25;"melancia";1326,48440798977
25;"biscoito-wafer";340,653583374806
25;"batata-doce";1863,27187270159
25;"queijo";87,7441048086621
25;"arroz";5161,4179299213
25;"feijao";2064,56717196852
25;"oleo";1858,11045477167
25;"farinha-de-mandioca";516,14179299213
25;"farinha-de-trigo";1032,28358598426
25;"cafe";258,070896496065
25;"fuba";516,14179299213
25;"salsicha";516,14179299213
25;"acuca";5161,4179299213
25;"sal";516,14179299213
25;"molho-de-tomate";123,874030318111
25;"macarrao";516,14179299213
25;"manteiga";258,070896496065
26;"charque";495,726083498448
26;"banana";722,343721669167
26;"queijo";469,169329025317
26;"pepino";442,612574552186
26;"laranja";593,100849899929
26;"salsicha";885,225149104372
26;"cenoura";539,987340953667
26;"molho-de-tomate";300,976550695486
26;"cebola";221,306287276093
26;"goma-de-mandioca";885,225149104372
26;"oleo";796,702634193935
26;"milho-verde";177,045029820874
26;"melao";300,091325546382
26;"pimentao";84,0963891649153
26;"ameixa";460,317077534273
26;"maionese";486,873832007404
27;"biscoito-sal";253,243796201423
27;"ervilha";253,243796201423
27;"farinha-de-trigo";1266,21898100711
27;"floco-de-milho";633,109490503557
27;"maionese";253,243796201423
27;"milho-de-pipoca";633,109490503557
27;"milho-verde";253,243796201423
27;"gelatina";37,9865694302134
27;"povilho";1266,21898100711
27;"salsicha";227,919416581281
27;"sardinha";151,946277720854
27;"achocolatado-em-po";253,243796201423
27;"acuca";1266,21898100711
27;"arroz";6331,09490503557
27;"biscoito-recheado";170,93956243596
27;"cafe";316,554745251779
27;"leite-em-po";253,243796201423
27;"feijao";1266,21898100711
27;"farinha-de-mandioca";316,554745251779
27;"fuba";633,109490503557
27;"goiabada";379,865694302134
27;"macarrao";633,109490503557
27;"oleo";1139,5970829064
27;"molho-de-tomate";177,270657340996
27;"sal";1266,21898100711
27;"tempero";379,865694302134
28;"banana";2774,87296295073
28;"bolacha-maria";478,014291636646
28;"fuba";1195,03572909161
28;"limao";478,014291636646
28;"melancia";3071,24182376545
28;"biscoito-wafer";788,723581200466
28;"batata-doce";4314,07898202073
28;"queijo";203,156073945574
28;"tomate";1039,6810843097
28;"batata";717,021437454969
28;"iorgute";1195,03572909161
28;"ovo";806,64911713684
28;"frango";1195,03572909161
28;"coentro";119,503572909161
28;"molho-de-tomate";406,312147891149
28;"margarina";298,758932272904
28;"farinha-de-mandioca";1195,03572909161
28;"charque";513,865363509394
28;"macarrao";167,305002072826
29;"ovo";938,473291002447
29;"frango";2780,66160297021
29;"limao";556,132320594043
29;"rapadura";486,615780519787
29;"granola";347,582700371277
29;"acucar";11122,6464118809
29;"acuca";1390,33080148511
29;"arroz";1390,33080148511
29;"cafe";347,582700371277
29;"fuba";695,165400742553
29;"feijao";1390,33080148511
29;"macarrao";695,165400742553
29;"molho-de-tomate";194,646312207915
29;"oleo";1251,2977213366
29;"tempero";417,099240445532
30;"tomate";1122,0393079659
30;"batata";773,820212390274
30;"iorgute";1289,70035398379
30;"ovo";870,547738939058
30;"frango";1289,70035398379
30;"coentro";128,970035398379
30;"molho-de-tomate";438,498120354488
30;"margarina";322,425088495947
30;"farinha-de-mandioca";1289,70035398379
30;"charque";554,57115221303
30;"macarrao";180,558049557731
31;"oleo";750,100761721842
31;"mussarela";266,702493056655
31;"arroz";833,445290802047
31;"iorgute";833,445290802047
31;"ovo";1125,15114258276
31;"macarrao";583,411703561433
31;"goma-de-mandioca";833,445290802047
31;"banana";1003,46813012566
31;"limao";200,026869792491
31;"queijo";325,043663412798
31;"empanado";250,033587240614
32;"achocolatado-em-po";371,922764368355
32;"biscoito-sal";185,961382184178
32;"biscoito-recheado";111,576829310507
32;"ervilha";185,961382184178
32;"farinha-de-mandioca";464,903455460444
32;"farinha-de-trigo";929,806910920888
32;"floco-de-milho";464,903455460444
32;"goiabada";464,903455460444
32;"maionese";185,961382184178
32;"milho-de-pipoca";464,903455460444
32;"milho-verde";185,961382184178
32;"gelatina";27,8942073276266
32;"povilho";929,806910920888
32;"sal";929,806910920888
32;"salsicha";167,36524396576
32;"sardinha";111,576829310507
32;"acuca";929,806910920888
32;"arroz";929,806910920888
32;"cafe";232,451727730222
32;"fuba";464,903455460444
32;"feijao";929,806910920888
32;"macarrao";464,903455460444
32;"molho-de-tomate";130,172967528924
32;"oleo";836,826219828799
32;"tempero";278,942073276266
33;"tomate";2323,83406115696
33;"ovo";956,45609224448
33;"cebola";1105,23815103807
33;"goma-de-mandioca";1416,97198851034
33;"banana";1827,89386517834
33;"milho-verde";283,394397702068
33;"linguica";467,600756208412
33;"maca";708,48599425517
33;"empanado-de-frango";566,788795404136
33;"acuca";2833,94397702068
33;"arroz";2833,94397702068
33;"cafe";354,242997127585
33;"molho-de-tomate";481,770476093516
33;"farinha-de-mandioca";708,48599425517
33;"floco-de-milho";708,48599425517
33;"feijao";1416,97198851034
33;"fuba";708,48599425517
33;"goiabada";708,48599425517
33;"macarrao";708,48599425517
33;"oleo";1275,27478965931
33;"sal";1416,97198851034
34;"batata";513,136358954944
34;"cebola";607,869225223549
34;"goma-de-mandioca";789,440552238375
34;"bolacha-maria";631,5524417907
34;"biscoito-wafer";521,030764477327
34;"leite-em-po";157,888110447675
34;"leite";789,440552238375
34;"laranja";734,179713581689
34;"melao";1492,04264373053
34;"ovo";532,872372760903
34;"frango";1578,88110447675
34;"molho-de-tomate";268,409787761047
34;"oleo";1420,99299402907
34;"fuba";3157,7622089535
34;"limao";315,77622089535
34;"rapadura";276,304193283431
34;"granola";197,360138059594
34;"arroz";6315,524417907
34;"feijao";6315,524417907
34;"acucar";6315,524417907
35;"iorgute";2520,82725102082
35;"ovo";850,779197219526
35;"frango";1260,41362551041
35;"margarina";315,103406377602
35;"fuba";3781,24087653123
35;"granola";1260,41362551041
35;"mussarela";478,957177693956
35;"arroz";1260,41362551041
35;"xerem";1260,41362551041
35;"molho-de-tomate";428,540632673539
35;"cebola";315,103406377602
35;"goma-de-mandioca";1260,41362551041
35;"oleo";1134,37226295937
35;"milho-verde";252,082725102082
35;"melao";427,280219048029
35;"pimentao";119,739294423489
35;"ameixa";655,415085265413
35;"maionese";693,227494030725
36;"acuca";6266,6837067809
36;"arroz";6266,6837067809
36;"molho-de-tomate";426,134492061101
36;"farinha-de-mandioca";626,66837067809
36;"farinha-de-trigo";1253,33674135618
36;"floco-de-milho";626,66837067809
36;"fuba";626,66837067809
36;"goiabada";626,66837067809
36;"macarrao";1880,00511203427
36;"milho-de-pipoca";125,333674135618
36;"oleo";1128,00306722056
36;"povilho";1253,33674135618
36;"sal";1253,33674135618
36;"tomate";1002,66939308494
36;"ovo";1015,20276049851
36;"frango";2506,67348271236
36;"margarina";313,334185339045
36;"cebola";451,201226888224
36;"banana";1619,31106983218
36;"linguica";501,334696542472
36;"cafe";2506,67348271236
36;"batata-doce";1015,20276049851
36;"leite-em-po";1002,66939308494
36;"molho-de-pimenta";188,000511203427
36;"pao";862,295678053051
36;"mortadela";501,334696542472
36;"pimentao";106,533623015275
36;"cha";150,400408962741
36;"caldo-de-carne";71,4401942573022
36;"oregano";20,0533878616989
36;"munguza";626,66837067809
36;"mamao";428,641165543813
36;"pimenta-do-reino";18,8000511203427
36;"tempero";75,2002044813707
36;"canela";10,0266939308494
36;"feijao";2506,67348271236
36;"sorvete";2506,67348271236
37;"tomate";436,897188425064
37;"ovo";442,358403280377
37;"frango";1092,24297106266
37;"margarina";136,530371382833
37;"cebola";196,603734791279
37;"banana";705,588959306479
37;"linguica";218,448594212532
37;"cafe";1092,24297106266
37;"batata-doce";442,358403280377
37;"leite-em-po";436,897188425064
37;"molho-de-pimenta";81,9182228296995
37;"pao";375,731582045555
37;"mortadela";218,448594212532
37;"pimentao";46,4203262701631
37;"cha";65,5345782637596
37;"caldo-de-carne";31,1289246752858
37;"oregano";8,73794376850128
37;"munguza";273,060742765665
37;"mamao";186,773548051715
37;"pimenta-do-reino";8,19182228296995
37;"tempero";32,7672891318798
37;"canela";4,36897188425064
37;"feijao";1092,24297106266
37;"sorvete";1092,24297106266
38;"iorgute";2642,97076733783
38;"ovo";892,002633976517
38;"frango";1321,48538366891
38;"molho-de-tomate";449,305030447431
38;"margarina";330,371345917229
38;"fuba";3964,45615100674
38;"granola";1321,48538366891
38;"mussarela";502,164445794187
38;"arroz";1321,48538366891
38;"xerem";1321,48538366891
38;"goma-de-mandioca";1321,48538366891
38;"maca";264,297076733783
38;"cafe";462,51988428412
38;"leite-em-po";528,594153467566
38;"rapadura";660,742691834457
38;"pepino";621,09813032439
38;"alface";462,51988428412
38;"uva";726,816961017903
38;"vinagre";660,742691834457
39;"tomate";571,569651737809
39;"frango";1428,92412934452
39;"margarina";178,615516168065
39;"cebola";257,206343282014
39;"banana";923,084987556562
39;"linguica";285,784825868905
39;"cafe";1428,92412934452
39;"batata-doce";578,714272384532
39;"leite-em-po";571,569651737809
39;"molho-de-pimenta";107,169309700839
39;"pao";491,549900494516
39;"mortadela";285,784825868905
39;"pimentao";60,7292754971422
39;"cha";85,7354477606714
39;"caldo-de-carne";40,7243376863189
39;"oregano";11,4313930347562
39;"munguza";357,231032336131
39;"mamao";244,346026117913
39;"pimenta-do-reino";10,7169309700839
39;"tempero";42,8677238803357
39;"canela";5,71569651737809
39;"feijao";1428,92412934452
39;"sorvete";1428,92412934452
39;"ovo";482,261893653776
39;"macarrao";500,123445270583
39;"oleo";643,015858205035
39;"queijo";371,520273629576
39;"mussarela";228,627860695124
39;"arroz";714,462064672261
40;"acuca";675,010814797133
40;"cafe";168,752703699283
40;"fuba";337,505407398567
40;"feijao";675,010814797133
40;"molho-de-tomate";94,5015140715986
40;"tempero";202,50324443914
40;"ovo";455,632299988065
40;"macarrao";472,507570357993
40;"oleo";607,50973331742
40;"queijo";351,005623694509
40;"mussarela";216,003460735083
40;"arroz";675,010814797133
41;"tomate";720,030082734302
41;"batata";496,572470851243
41;"iorgute";827,620784752071
41;"ovo";558,644029707648
41;"frango";827,620784752071
41;"coentro";82,7620784752071
41;"margarina";206,905196188018
41;"charque";355,87693744339
41;"acuca";4138,10392376035
41;"achocolatado-em-po";331,048313900828
41;"arroz";4138,10392376035
41;"biscoito-sal";165,524156950414
41;"biscoito-recheado";99,3144941702485
41;"cafe";206,905196188018
41;"ervilha";165,524156950414
41;"molho-de-tomate";281,391066815704
41;"farinha-de-mandioca";413,810392376035
41;"farinha-de-trigo";827,620784752071
41;"feijao";827,620784752071
41;"floco-de-milho";413,810392376035
41;"fuba";413,810392376035
41;"goiabada";413,810392376035
41;"macarrao";1241,43117712811
41;"maionese";165,524156950414
41;"milho-de-pipoca";413,810392376035
41;"milho-verde";165,524156950414
41;"oleo";744,858706276864
41;"gelatina";24,8286235425621
41;"povilho";827,620784752071
41;"sal";827,620784752071
41;"salsicha";148,971741255373
41;"sardinha";99,3144941702485
41;"tempero";413,810392376035
42;"achocolatado-em-po";163,125784974545
42;"acuca";815,628924872726
42;"arroz";4078,14462436363
42;"biscoito-recheado";110,109904857818
42;"leite-em-po";163,125784974545
42;"feijao";815,628924872726
42;"farinha-de-mandioca";203,907231218182
42;"fuba";407,814462436363
42;"goiabada";244,688677461818
42;"macarrao";407,814462436363
42;"molho-de-tomate";114,188049482182
42;"sal";815,628924872726
42;"tempero";244,688677461818
42;"tomate";1337,63143679127
42;"ovo";550,54952428909
42;"cebola";636,190561400726
42;"goma-de-mandioca";815,628924872726
42;"banana";1052,16131308582
42;"oleo";734,066032385454
42;"milho-verde";163,125784974545
42;"linguica";269,157545208
42;"maca";407,814462436363
42;"empanado-de-frango";326,25156994909
42;"cafe";815,628924872726
43;"tomate";1039,91997204721
43;"frango";2599,79993011802
43;"margarina";324,974991264753
43;"cebola";467,963987421244
43;"linguica";519,959986023605
43;"cafe";2599,79993011802
43;"batata-doce";1052,9189716978
43;"leite-em-po";1039,91997204721
43;"molho-de-pimenta";194,984994758852
43;"pao";894,3311759606
43;"mortadela";519,959986023605
43;"pimentao";110,491497030016
43;"cha";155,987995807081
43;"caldo-de-carne";74,0942980083637
43;"oregano";20,7983994409442
43;"munguza";649,949982529506
43;"mamao";444,565788050182
43;"pimenta-do-reino";19,4984994758852
43;"tempero";77,9939979035407
43;"canela";10,3991997204721
43;"feijao";2599,79993011802
43;"sorvete";2599,79993011802
43;"iorgute";1299,89996505901
43;"ovo";1754,86495282967
43;"macarrao";909,929975541309
43;"goma-de-mandioca";1299,89996505901
43;"banana";1565,07955793105
43;"limao";311,975991614163
43;"queijo";506,960986373015
43;"empanado";389,969989517704
44;"acuca";508,458104217425
44;"arroz";508,458104217425
44;"cafe";127,114526054356
44;"feijao";508,458104217425
44;"macarrao";254,229052108712
44;"molho-de-tomate";71,1841345904395
44;"oleo";457,612293795682
44;"tempero";152,537431265227
44;"banana";1180,63971799286
44;"bolacha-maria";203,38324168697
44;"fuba";508,458104217425
44;"limao";203,38324168697
44;"melancia";1306,73732783878
44;"biscoito-wafer";335,5823487835
44;"batata-doce";1835,5337562249
